token,RT,brown_bigram_surprisal,length,index
Recently,283.0,3.5981736183166504,8,18782
the,324.375,2.141768455505371,3,18783
Ecuador,275.2857142857143,6.185148239135742,7,18784
authorities,483.0,4.349161148071289,11,18785
started,353.7,3.9994940757751465,7,18786
trying,341.9,4.240706920623779,6,18787
to,175.0,0.0824888199567794,2,18788
eradicate,416.8,4.4589433670043945,9,18789
the,278.0,2.13310980796814,3,18790
invading,282.5,4.863498687744141,8,18791
"species,",209.625,4.316435813903809,8,18792
and,188.0,1.9544637203216555,3,18793
have,260.2857142857143,2.720156192779541,4,18794
now,184.625,2.542215347290039,3,18795
succeeded,350.3,4.820779323577881,9,18796
in,0.0,0.2706745564937591,2,18797
freeing,276.0,6.032209873199463,7,18798
some,260.1428571428572,3.176206588745117,4,18799
entire,278.0,4.8404860496521,6,18800
islands,249.875,4.633534908294678,7,18801
from,159.16666666666666,2.6906654834747314,4,18802
non-native,431.625,6.211140155792236,10,18803
creatures.,432.75,4.472372055053711,10,18804
A,248.0,1.6930721998214722,1,18805
giant,351.1666666666667,3.606513023376465,5,18806
tortoise,485.75,1.974825978279113,8,18807
breeding,505.1428571428572,5.098212718963623,8,18808
programme,318.55555555555554,5.787141799926758,9,18809
is,135.33333333333334,2.197204828262329,2,18810
in,285.25,1.7662293910980225,2,18811
"place,",342.0,2.7085049152374268,6,18812
rearing,402.75,5.947354316711426,7,18813
infants,507.375,5.205883502960205,7,18814
in,307.3333333333333,1.9808268547058103,2,18815
a,306.4,1.1738388538360596,1,18816
protected,263.7,4.639687061309815,9,18817
environment,320.0,4.5046234130859375,11,18818
at,218.0,2.6356289386749268,2,18819
a,162.0,1.29969584941864,1,18820
time,304.55555555555554,2.4349374771118164,4,18821
when,162.83333333333334,1.8243142366409304,4,18822
they,232.57142857142856,1.295473337173462,4,18823
are,270.875,1.0131384134292605,3,18824
at,289.2,2.214228868484497,2,18825
greatest,233.5,5.160836219787598,8,18826
"risk,",184.8,4.490938186645508,5,18827
and,173.0,2.048003673553467,3,18828
then,242.7142857142857,1.9894301891326904,4,18829
returning,188.0,4.796514511108398,9,18830
them,296.42857142857144,3.2091283798217773,4,18831
to,118.5,1.1838154792785645,2,18832
the,245.8571428571429,0.8707906603813171,3,18833
wild.,264.125,3.922844171524048,5,18834
And,239.0,1.6630104780197144,3,18835
there,375.3,2.327085018157959,5,18836
are,117.33333333333331,0.912998378276825,3,18837
strict,272.6,5.148239612579346,6,18838
laws,192.0,4.079434394836426,4,18839
now,255.125,3.4811277389526367,3,18840
in,191.6,1.686141014099121,2,18841
place,222.875,2.7085049152374268,5,18842
against,267.44444444444446,3.611340761184693,7,18843
harming,265.6666666666667,6.181144714355469,7,18844
or,207.75,2.308910608291626,2,18845
destroying,307.8888888888889,4.1694841384887695,10,18846
the,237.3333333333333,0.8021458983421326,3,18847
wildlife,241.0,5.013969898223877,8,18848
-,0.0,4.2544779777526855,1,18849
though,231.2,4.297125339508057,6,18850
only,224.28571428571428,2.411020278930664,4,18851
recently,303.77777777777777,2.489841938018799,8,18852
a,259.0,2.314951181411743,1,18853
group,288.375,2.4648122787475586,5,18854
of,121.0,0.557410478591919,2,18855
12,227.625,3.894474983215332,2,18856
slain,206.0,6.073009490966797,5,18857
tortoises,310.8333333333333,5.480945110321045,9,18858
was,168.33333333333334,2.357372760772705,3,18859
discovered,388.3333333333333,3.748402118682861,10,18860
killed,272.875,4.4065937995910645,6,18861
apparently,261.44444444444446,4.144037246704102,10,18862
for,143.66666666666666,2.205031156539917,3,18863
the,248.3333333333333,0.7050951719284058,3,18864
Japanese,247.3333333333333,3.6849477291107178,8,18865
aphrodisiac,787.5555555555555,5.79489278793335,11,18866
market.,326.875,3.7807250022888175,7,18867
The,109.0,0.9189621806144714,3,18868
most,115.6,2.2198173999786377,4,18869
serious,505.0,2.313829183578491,7,18870
ecological,406.75,5.534617900848389,10,18871
"threat,",272.3333333333333,4.36649751663208,7,18872
"however,",229.7142857142857,5.144992351531982,8,18873
is,184.0,3.3985629081726074,2,18874
posed,249.1428571428572,4.568798065185547,5,18875
by,165.33333333333334,0.880754828453064,2,18876
the,344.0,0.5911795496940613,3,18877
greatest,447.75,3.058645248413086,8,18878
economic,392.5,3.8469300270080566,8,18879
boon,355.2857142857143,5.610842704772949,4,18880
the,298.5,2.13310980796814,3,18881
islands,352.8888888888889,4.700754165649414,7,18882
have,211.6,3.0913689136505127,4,18883
ever,236.625,2.522413730621338,4,18884
had:,321.5,1.5819556713104248,4,18885
tourism.,404.0,6.336187839508057,8,18886
Ninety,459.8,5.192613124847412,6,18887
"boats,",373.9,4.257984638214111,6,18888
ranging,306.4,4.724905014038086,7,18889
in,164.0,1.482457399368286,2,18890
size,326.0,3.155383825302124,4,18891
from,234.16666666666663,2.5604050159454346,4,18892
12,175.0,4.0248236656188965,2,18893
passengers,189.8571428571429,4.858451843261719,10,18894
to,305.5,1.695378661155701,2,18895
"100,",242.22222222222223,3.813097715377808,4,18896
do,160.66666666666666,3.5686473846435547,2,18897
the,276.42857142857144,1.4313883781433103,3,18898
rounds,343.0,4.753741264343262,6,18899
of,157.0,0.5795412063598633,2,18900
the,203.8,0.5706213116645813,3,18901
islands.,249.375,4.700754165649414,8,18902
And,191.5,1.6630104780197144,3,18903
on,266.2,2.3881216049194336,2,18904
the,186.0,0.4352611899375915,3,18905
"whole,",191.875,2.568688154220581,6,18906
the,86.0,2.27736759185791,3,18907
schedules,435.22222222222223,5.1310200691223145,9,18908
are,213.8333333333333,1.5707560777664185,3,18909
managed,249.66666666666663,4.815532684326172,7,18910
well.,214.8333333333333,3.9369306564331055,5,18911
The,221.5,0.9189621806144714,3,18912
itineraries,637.2,6.3352131843566895,11,18913
are,129.33333333333334,2.455649137496948,3,18914
"staggered,",332.5,5.250245571136475,10,18915
so,152.33333333333334,3.0031609535217285,2,18916
that,255.44444444444449,0.9194243550300598,4,18917
at,198.8,2.41897201538086,2,18918
most,173.375,3.255545854568481,4,18919
two,179.0,3.5885396003723145,3,18920
or,240.0,1.5658618211746216,2,18921
three,192.0,2.189571142196656,5,18922
boats,243.8571428571429,3.3631441593170166,5,18923
might,189.25,3.494250774383545,5,18924
appear,237.625,2.864008903503418,6,18925
at,199.5,1.4914292097091677,2,18926
one,238.2,2.041130542755127,3,18927
location,261.1,4.673321723937988,8,18928
at,197.5,2.688558340072632,2,18929
the,151.85714285714286,0.5093869566917419,3,18930
same,196.66666666666663,2.0477194786071777,4,18931
time.,215.7142857142857,0.86435866355896,5,18932
When,194.25,2.0042643547058105,4,18933
you,187.0,1.4080674648284912,3,18934
go,147.66666666666666,2.10588002204895,2,18935
ashore,273.1,3.407391309738159,6,18936
you,143.0,3.052855491638184,3,18937
have,221.3333333333333,1.431782603263855,4,18938
to,293.8,1.1436153650283811,2,18939
be,182.8,1.182197093963623,2,18940
with,178.2,2.5958340167999268,4,18941
a,213.0,0.898048996925354,1,18942
"guide,",239.88888888888889,3.77734375,6,18943
you,245.0,2.126883029937744,3,18944
cannot,278.6666666666667,2.628649473190308,6,18945
stray,162.25,5.026860237121582,5,18946
from,149.8,1.6287288665771484,4,18947
the,194.5,0.4879629015922546,3,18948
marked,266.6666666666667,4.2000837326049805,6,18949
"trails,",274.22222222222223,5.026951313018799,7,18950
and,172.0,1.574504852294922,3,18951
you,300.85714285714283,2.567486047744751,3,18952
cannot,364.77777777777777,2.628649473190308,6,18953
touch,240.3333333333333,4.368023872375488,5,18954
the,284.5,1.0975958108901978,3,18955
wildlife.,383.8,5.013969898223877,9,18956
One,326.0,2.150418281555176,3,18957
of,280.85714285714283,0.6648094058036804,2,18958
the,222.8571428571429,0.5706213116645813,3,18959
passengers,341.625,4.353360176086426,10,18960
on,185.0,1.797020673751831,2,18961
our,226.25,2.292135000228882,3,18962
boat,211.2,4.395328044891357,4,18963
was,207.75,1.6149513721466064,3,18964
roundly,327.5,5.971627235412598,7,18965
and,182.0,1.8096036911010744,3,18966
rightly,295.44444444444446,5.633750915527344,7,18967
chastised,439.125,5.752273082733154,9,18968
for,210.0,2.146308422088623,3,18969
stroking,385.3,5.98781156539917,8,18970
a,170.0,0.9001929759979248,1,18971
young,271.4,2.613088130950928,5,18972
sea-lion,297.6,5.205142974853516,8,18973
-,182.0,4.225049018859863,1,18974
an,211.3333333333333,3.047788619995117,2,18975
action,308.8888888888889,2.670628547668457,6,18976
with,238.2,2.147130489349365,4,18977
potentially,367.3,5.515958786010742,11,18978
fatal,248.0,4.733198642730713,5,18979
consequences,181.25,4.449827194213867,12,18980
for,236.0,2.02002215385437,3,18981
the,227.8,0.7050951719284058,3,18982
sea-lion,233.88888888888889,4.082899570465088,8,18983
because,239.7,3.3264105319976807,7,18984
of,95.0,0.6057844161987305,2,18985
the,214.6,0.5706213116645813,3,18986
risk,288.0,3.5609560012817383,4,18987
of,190.0,0.4114891290664673,2,18988
rejection,391.8,5.517985820770264,9,18989
by,65.0,1.631994366645813,2,18990
the,293.5,0.5911795496940613,3,18991
mother.,232.1428571428572,3.608034372329712,7,18992
In,238.75,1.4966586828231812,2,18993
a,293.5,1.1738388538360596,1,18994
country,304.8333333333333,3.290848731994629,7,18995
as,194.5,2.356215476989746,2,18996
poor,305.6666666666667,3.630552291870117,4,18997
as,194.0,2.4864094257354736,2,18998
"Ecuador,",349.1,6.18512487411499,8,18999
the,174.5,2.13310980796814,3,19000
temptation,261.55555555555554,4.267284393310547,10,19001
to,192.0,0.6566190719604492,2,19002
increase,226.77777777777777,2.835105657577514,8,19003
the,197.0,0.9448700547218324,3,19004
numbers,232.6,3.703088998794556,7,19005
of,175.75,0.493158221244812,2,19006
tourists,206.5,4.93642520904541,8,19007
is,94.0,2.3343923091888428,2,19008
always,282.25,2.401854515075684,6,19009
there.,215.28571428571428,2.970211744308472,6,19010
We,163.0,1.9962623119354248,2,19011
were,358.6666666666667,1.3974785804748535,4,19012
told,204.1428571428572,2.827700614929199,4,19013
there's,260.75,4.857285499572754,7,19014
been,288.8333333333333,3.9964499473571777,4,19015
a,217.66666666666663,1.2965128421783447,1,19016
recent,244.625,2.858318567276001,6,19017
request,277.875,4.561516284942627,7,19018
for,248.44444444444449,0.750410258769989,3,19019
permission,309.8888888888889,4.456789016723633,10,19020
for,164.0,1.95582127571106,3,19021
a,214.25,1.073637843132019,1,19022
much,255.25,2.9250802993774414,4,19023
larger,220.3,2.091679096221924,6,19024
boat,213.7142857142857,4.400084495544434,4,19025
to,206.0,1.9971321821212769,2,19026
travel,232.0,3.646124839782715,6,19027
round,235.1428571428572,4.176633834838867,5,19028
the,189.4,1.3185081481933594,3,19029
"Galapagos,",351.6,5.383559703826904,10,19030
carrying,281.44444444444446,4.218122482299805,8,19031
some,160.75,2.417893171310425,4,19032
500,202.2,4.650247097015381,3,19033
passengers.,328.57142857142856,4.581756591796875,11,19034
I,212.0,1.6186658143997192,1,19035
shudder,216.2,5.8421549797058105,7,19036
to,199.0,2.153516292572021,2,19037
think,205.11111111111111,2.5084705352783203,5,19038
what,214.2,3.1298069953918457,4,19039
might,239.3,2.335524320602417,5,19040
happen,181.375,3.42160701751709,6,19041
if,93.0,1.8380826711654663,2,19042
such,255.5,2.305717945098877,4,19043
a,194.0,0.7220853567123413,1,19044
boat,177.71428571428572,3.284522771835327,4,19045
arrived,254.44444444444449,4.281431198120117,7,19046
at,108.66666666666669,0.5211547613143921,2,19047
Punta,287.3333333333333,6.400866508483887,5,19048
Espinosa,542.4,5.631010055541992,8,19049
and,0.0,1.6883405447006226,3,19050
disgorged,399.6666666666667,6.180140495300293,9,19051
everyone,351.3333333333333,4.038167476654053,8,19052
on,239.0,2.2570700645446777,2,19053
to,233.75,1.9428070783615112,2,19054
Fernandina,548.8888888888889,6.435863971710205,10,19055
Island,188.8571428571429,4.136302947998047,6,19056
at,149.66666666666666,2.125279664993286,2,19057
the,204.28571428571428,0.5093869566917419,3,19058
same,191.0,2.0477194786071777,4,19059
time.,114.66666666666669,0.86435866355896,5,19060
Not,289.0,2.5540361404418945,3,19061
only,199.5,1.3648951053619385,4,19062
would,257.5,3.1595942974090576,5,19063
the,208.0,2.31671404838562,3,19064
shock,257.6,4.215359210968018,5,19065
of,180.25,1.8048200607299805,2,19066
a,0.0,1.3818944692611694,1,19067
thousand,267.0,3.023288488388061,8,19068
tramping,233.22222222222223,5.906461238861084,8,19069
feet,245.8,3.607789516448975,4,19070
endanger,364.0,6.076240062713623,8,19071
the,250.0,0.6003509759902954,3,19072
"rock,",287.5,3.654098272323608,5,19073
the,153.16666666666666,2.113248825073242,3,19074
"sand,",190.75,3.993577480316162,5,19075
and,146.5,0.9849164485931396,3,19076
the,226.0,1.09398090839386,3,19077
teeming,251.0,5.383559703826904,7,19078
wildlife,326.75,4.624549865722656,8,19079
that,177.6,2.5107946395874023,4,19080
depends,282.3333333333333,3.990326404571533,7,19081
on,100.0,0.2333405762910843,2,19082
it;,288.0,2.023289918899536,3,19083
but,204.5,3.160715103149414,3,19084
it,222.0,1.261322021484375,2,19085
would,279.5,1.5197980403900146,5,19086
seriously,462.25,3.9688003063201904,9,19087
degrade,382.55555555555554,5.701652050018311,7,19088
the,191.0,2.13310980796814,3,19089
quality,245.8,3.454445600509644,7,19090
of,157.0,0.403871089220047,2,19091
the,161.8,0.5706213116645813,3,19092
visitors',276.0,3.974426746368408,9,19093
own,221.2,4.164133071899414,3,19094
experience.,412.1,2.87700629234314,11,19095
Herein,334.3333333333333,6.236677169799805,6,19096
lies,289.6666666666667,4.317070484161377,4,19097
one,266.125,3.161628007888794,3,19098
of,189.0,0.6648094058036804,2,19099
the,161.0,0.5706213116645813,3,19100
oldest,213.42857142857144,4.013611793518066,6,19101
dilemmas,216.3333333333333,5.597999095916748,8,19102
about,204.66666666666663,2.913668155670166,5,19103
the,240.5,0.7358765006065369,3,19104
evolution,387.6,4.256390571594238,9,19105
of,136.0,0.4758002460002899,2,19106
tourism.,352.8,6.3301544189453125,8,19107
We,201.0,1.9962623119354248,2,19108
"value,",249.44444444444449,4.381157875061035,6,19109
and,230.0,1.9019731283187864,3,19110
to,275.75,1.868191123008728,2,19111
want,366.625,3.7999746799468994,4,19112
to,230.3333333333333,0.3055083751678467,2,19113
"visit,",240.625,2.926753282546997,6,19114
the,201.8333333333333,0.9583316445350648,3,19115
unique,306.6666666666667,4.0308332443237305,6,19116
and,229.5,0.9679532647132874,3,19117
fragile,238.0,4.918093204498291,7,19118
environments,386.6,5.229994297027588,12,19119
of,67.0,1.9946050643920896,2,19120
the,224.8571428571429,0.5706213116645813,3,19121
world.,204.28571428571428,2.2824411392211914,6,19122
Yet,282.0,2.580687522888184,3,19123
in,296.75,1.586894392967224,2,19124
visiting,266.7,4.691652297973633,8,19125
we,164.0,3.237748622894287,2,19126
risk,231.7142857142857,5.025166034698486,4,19127
destroying,287.8,4.9715986251831055,10,19128
the,171.0,0.8021458983421326,3,19129
very,234.2,2.804827928543091,4,19130
qualities,273.1111111111111,4.486789703369141,9,19131
that,163.0,1.64831805229187,4,19132
render,316.0,5.679636955261231,6,19133
those,181.0,3.575577974319458,5,19134
places,209.0,2.7221710681915283,6,19135
so,210.0,2.5164952278137207,2,19136
enticing.,429.3333333333333,6.018517017364502,9,19137
This,220.6,1.7001044750213623,4,19138
is,160.4,1.0667154788970947,2,19139
especially,158.0,2.973930597305298,10,19140
true,209.0,2.010019540786743,4,19141
where,254.0,3.524976253509521,5,19142
the,230.5,0.7491557002067566,3,19143
rarity,410.6666666666667,6.049694061279297,6,19144
of,355.5,1.931615710258484,2,19145
the,211.0,0.5706213116645813,3,19146
place,267.8,2.9728403091430664,5,19147
is,154.5,1.697455644607544,2,19148
quite,299.2,2.571525812149048,5,19149
so,163.25,1.6866090297698977,2,19150
marked,288.2857142857143,3.792309045791626,6,19151
as,205.0,1.4830223321914673,2,19152
it,268.5,1.620673656463623,2,19153
is,220.5,0.7738510370254517,2,19154
in,185.0,1.7662293910980225,2,19155
the,313.3333333333333,0.5470973253250122,3,19156
Galapagos.,440.6,5.383559703826904,10,19157
Responsible,412.7,5.035893440246582,11,19158
tourism,351.0,6.185939788818359,7,19159
lies,413.2,4.109613418579102,4,19160
in,219.16666666666663,0.4712322950363159,2,19161
absolute,330.5,5.24761438369751,8,19162
respect,269.6666666666667,4.276958465576172,7,19163
for,209.0,0.8244391679763794,3,19164
the,247.5,0.7050951719284058,3,19165
location,264.7,3.775191307067871,8,19166
and,140.0,1.315650224685669,3,19167
its,190.0,2.344372272491455,3,19168
inhabitants.,494.1428571428572,3.9084739685058594,12,19169
It,332.0,1.4451422691345217,2,19170
lies,363.22222222222223,3.726020336151123,4,19171
in,206.0,0.4712322950363159,2,19172
treading,445.9,6.285046577453613,8,19173
carefully,247.0,4.0041584968566895,9,19174
wherever,246.8,4.693638801574707,8,19175
we,154.66666666666666,3.3560903072357178,2,19176
go.,219.5,2.435170412063598,3,19177
It,244.0,1.4451422691345217,2,19178
lies,213.8,3.726020336151123,4,19179
in,157.8,0.4712322950363159,2,19180
ensuring,222.0,6.149592399597168,8,19181
that,191.3333333333333,0.8981547355651855,4,19182
the,180.25,0.8798593282699585,3,19183
economic,271.22222222222223,3.43888521194458,8,19184
contribution,295.0,4.54747486114502,12,19185
we,235.0,3.6757867336273193,2,19186
make,279.1111111111111,2.6654794216156006,4,19187
by,191.5,2.878157138824463,2,19188
going,339.3,3.9412121772766113,5,19189
helps,317.55555555555554,5.176677227020264,5,19190
to,169.5,0.8110901713371277,2,19191
conserve,245.8,4.456581592559815,8,19192
rather,136.75,3.4834964275360107,6,19193
than,235.66666666666663,0.3194852173328399,4,19194
to,201.3333333333333,1.565823316574097,2,19195
destroy.,261.5,3.168730497360229,8,19196
And,187.8333333333333,1.6630104780197144,3,19197
it,178.66666666666666,2.053754568099976,2,19198
lies,258.125,3.726020336151123,4,19199
in,184.5,0.4712322950363159,2,19200
developing,291.1,3.4393234252929688,10,19201
the,127.0,1.25882089138031,3,19202
international,505.6,3.347799777984619,13,19203
networks,256.75,4.848358154296875,8,19204
protecting,225.3333333333333,5.508544921875,10,19205
endangered,286.57142857142856,5.602208137512207,10,19206
species,197.5,4.316435813903809,7,19207
and,168.5,1.9544637203216555,3,19208
world,179.66666666666666,3.424171209335327,5,19209
heritage,356.85714285714283,5.028030872344971,8,19210
so,243.0,3.2044198513031006,2,19211
that,207.8333333333333,0.9194243550300598,4,19212
they,255.0,1.597183108329773,4,19213
can,177.25,1.6972758769989014,3,19214
make,221.25,1.7614405155181885,4,19215
a,199.66666666666663,0.856970489025116,1,19216
difference,270.1111111111111,3.1034109592437744,10,19217
on,268.6666666666667,2.922468662261963,2,19218
the,166.125,0.4352611899375915,3,19219
ground.,295.25,2.8470568656921387,7,19220
"Fortunately,",300.1,3.593191385269165,12,19221
in,283.5,2.2669739723205566,2,19222
the,203.0,0.5470973253250122,3,19223
"Galapagos,",338.8,5.383559703826904,10,19224
Charles,306.77777777777777,4.03601598739624,7,19225
Darwin,192.25,5.668394565582275,6,19226
would,213.16666666666663,2.777277708053589,5,19227
recognise,308.5,6.311052322387695,9,19228
much,387.0,3.326679944992065,4,19229
of,178.33333333333334,0.987502932548523,2,19230
what,234.25,2.510885000228882,4,19231
he,223.8,1.1397418975830078,2,19232
saw,247.28571428571428,2.0168747901916504,3,19233
if,146.66666666666666,3.5396265983581543,2,19234
he,242.25,1.0319019556045532,2,19235
returned,252.3,2.7831435203552246,8,19236
today.,175.33333333333334,4.048874855041504,6,19237
It,214.3333333333333,1.4451422691345217,2,19238
is,326.75,0.7738510370254517,2,19239
our,333.625,2.703090190887451,3,19240
duty,162.875,3.631537914276123,4,19241
to,117.85714285714286,1.0267150402069092,2,19242
ensure,254.3333333333333,4.000217437744141,6,19243
that,152.33333333333334,1.4550764560699463,4,19244
he,188.5,1.2686121463775637,2,19245
would,196.4,1.5302022695541382,5,19246
recognise,257.0,6.311052322387695,9,19247
it,206.0,2.524247407913208,2,19248
"again,",259.75,2.934799194335937,6,19249
another,286.8888888888889,4.069789886474609,7,19250
two,314.0,2.388984441757202,3,19251
centuries,406.44444444444446,2.4015536308288574,9,19252
hence.,315.3333333333333,5.173056602478027,6,19253
'For,179.625,1.939103484153748,4,19254
the,161.42857142857142,0.7050951719284058,3,19255
last,142.83333333333334,2.4846928119659424,4,19256
three,203.5,1.9460241794586184,5,19257
weeks,249.44444444444449,1.7621253728866575,5,19258
there,197.3333333333333,3.481090784072876,5,19259
has,235.8571428571429,1.943748116493225,3,19260
been,227.3333333333333,0.6342422962188721,4,19261
an,125.0,2.1107256412506104,2,19262
utterly,250.2,3.592748641967773,7,19263
inexplicable,297.3,5.106987476348877,12,19264
rise,255.5,4.045120716094971,4,19265
in,185.25,0.86478590965271,2,19266
the,193.1428571428572,0.5470973253250122,3,19267
prison,253.0,4.126463413238525,6,19268
population,234.2,4.1169843673706055,10,19269
of,183.25,1.0374360084533691,2,19270
about,298.77777777777777,2.8682901859283447,5,19271
600,251.875,5.097404003143311,3,19272
prisoners,361.6,4.793714046478272,9,19273
a,335.0,2.4263176918029785,1,19274
week.',231.7,2.512370586395264,6,19275
The,177.8,0.9189621806144714,3,19276
words,359.0,3.1388659477233887,5,19277
of,153.0,1.2393068075180054,2,19278
Martin,372.0,4.406641960144043,6,19279
"Narey,",244.4,5.855617523193359,6,19280
the,185.28571428571428,2.011846780776977,3,19281
director-general,322.1,6.185148239135742,16,19282
of,152.66666666666666,1.931615710258484,2,19283
the,194.66666666666663,0.5706213116645813,3,19284
Prison,323.0,4.126463413238525,6,19285
"Service,",219.44444444444449,3.6879806518554688,8,19286
ought,256.2857142857143,4.556800842285156,5,19287
to,336.0,0.0428253374993801,2,19288
prompt,219.5,4.893465518951416,6,19289
more,185.5,3.088083505630493,4,19290
than,184.5,0.7296608090400696,4,19291
the,225.6,0.8386796116828918,3,19292
customary,305.875,4.0177321434021,9,19293
political,224.8333333333333,3.7290525436401367,9,19294
panic.,320.375,4.707687854766846,6,19295
By,0.0,2.410435199737549,2,19296
this,331.0,2.0240421295166016,4,19297
morning,392.22222222222223,2.4166805744171143,7,19298
the,0.0,1.813796639442444,3,19299
prison,367.0,4.126463413238525,6,19300
"population,",257.77777777777777,4.1169843673706055,11,19301
which,194.3333333333333,2.936323642730713,5,19302
seemed,281.0,3.0968096256256104,6,19303
to,238.66666666666663,0.3112233877182007,2,19304
have,149.85714285714286,1.8800569772720337,4,19305
stabilised,337.2,6.276953220367432,10,19306
at,171.0,2.288898706436157,2,19307
around,424.8,3.3645241260528564,6,19308
"45,000",398.0,6.300031661987305,6,19309
in,160.0,1.8595637083053589,2,19310
the,122.66666666666669,0.5470973253250122,3,19311
late,250.66666666666663,3.0849382877349854,4,19312
1980s,372.0,5.947285175323486,5,19313
and,0.0,1.6883405447006226,3,19314
early,304.2857142857143,3.2132673263549805,5,19315
"1990s,",317.5,5.981612682342529,6,19316
will,248.0,2.6670854091644287,4,19317
have,269.1428571428572,1.40459406375885,4,19318
passed,370.1666666666667,2.6079089641571045,6,19319
the,198.8333333333333,1.0792511701583862,3,19320
"70,000",271.6666666666667,5.78882360458374,6,19321
mark.,425.0,4.090819358825684,5,19322
Although,351.44444444444446,2.676063299179077,8,19323
the,165.16666666666666,0.6968795657157898,3,19324
causes,333.9,3.943691253662109,6,19325
of,149.0,0.8113934993743896,2,19326
the,171.66666666666666,0.5706213116645813,3,19327
surge,304.25,4.814103126525879,5,19328
of,173.0,0.2887854874134063,2,19329
the,208.0,0.5706213116645813,3,19330
past,187.5,2.673658609390259,4,19331
three,193.5,2.9953315258026123,5,19332
weeks,198.5,1.7621253728866575,5,19333
have,193.625,3.2418324947357178,4,19334
baffled,196.25,5.6228928565979,7,19335
those,292.0,3.6033544540405273,5,19336
who,162.16666666666666,0.6175486445426941,3,19337
might,202.66666666666663,2.450300455093384,5,19338
"know,",190.11111111111111,2.85713005065918,5,19339
the,158.33333333333334,1.223360300064087,3,19340
underlying,369.0,4.367022037506104,10,19341
"trend,",279.0,4.489494323730469,6,19342
a,254.0,2.646104574203491,1,19343
rise,281.875,4.127609729766846,4,19344
in,143.33333333333334,0.86478590965271,2,19345
the,171.8,0.5470973253250122,3,19346
number,262.3333333333333,2.75655198097229,6,19347
of,142.5,0.1089139431715011,2,19348
prisoners,222.8333333333333,4.12201452255249,9,19349
of,164.0,1.3167558908462524,2,19350
"5,000",303.9,5.517985820770264,5,19351
since,298.8888888888889,3.4619836807250977,5,19352
this,239.8,1.9006797075271609,4,19353
time,274.57142857142856,1.652780055999756,4,19354
last,183.57142857142856,3.614726305007935,4,19355
"year,",241.25,0.9456521272659302,5,19356
is,64.0,1.891540765762329,2,19357
utterly,364.0,4.012202739715576,7,19358
"explicable,",459.5,5.475528717041016,11,19359
and,220.3333333333333,1.87259304523468,3,19360
indeed,389.3333333333333,3.717838764190674,6,19361
was,248.0,2.799217462539673,3,19362
predicted.,375.0,4.013044834136963,10,19363
Prison,274.75,5.331028938293457,6,19364
policy,261.375,3.920152902603149,6,19365
in,211.0,1.4695627689361572,2,19366
the,188.66666666666663,0.5470973253250122,3,19367
UK,174.8,6.185148239135742,2,19368
has,171.4,2.7620620727539062,3,19369
been,227.4,0.6342422962188721,4,19370
an,160.0,2.1107256412506104,2,19371
uphill,230.0,5.921184539794922,6,19372
slalom,233.0,5.752273082733154,6,19373
for,226.8,2.146308422088623,3,19374
the,196.0,0.7050951719284058,3,19375
past,350.5,2.673658609390259,4,19376
half-century.,476.6666666666667,3.06109881401062,13,19377
"Politicians,",346.42857142857144,5.545140266418457,12,19378
under,236.66666666666663,3.2785418033599854,5,19379
pressure,297.625,2.4318387508392334,8,19380
to,0.0,1.751209020614624,2,19381
do,232.5,1.8258118629455569,2,19382
something,328.875,1.969042181968689,9,19383
about,229.57142857142856,1.2247880697250366,5,19384
"crime,",373.2857142857143,4.904953002929688,6,19385
pass,309.25,4.328555107116699,4,19386
laws,420.8333333333333,4.306159973144531,4,19387
and,184.75,1.9617042541503904,3,19388
write,351.85714285714283,3.975381374359131,5,19389
guidelines,401.625,5.822123527526856,10,19390
requiring,352.125,4.593635082244873,9,19391
more,338.8,3.0891385078430176,4,19392
criminals,313.25,5.324951648712158,9,19393
to,354.5,2.0853099822998047,2,19394
be,210.3333333333333,1.182197093963623,2,19395
imprisoned,298.55555555555554,5.623204231262207,10,19396
for,225.66666666666663,2.267571449279785,3,19397
more,321.5,2.312969207763672,4,19398
crimes,234.66666666666663,5.006832599639893,6,19399
for,135.0,2.3034913539886475,3,19400
longer.,298.3333333333333,3.731920003890991,7,19401
Every,333.7142857142857,3.0261693000793457,5,19402
now,185.0,3.036177635192871,3,19403
and,200.3333333333333,1.5195401906967163,3,19404
"then,",218.16666666666663,1.9894301891326904,5,19405
"however,",233.0,5.177236557006836,8,19406
there,212.5,4.193705558776856,5,19407
is,215.66666666666663,0.6931920051574707,2,19408
a,242.5,1.062296748161316,1,19409
crisis,290.0,3.7579500675201416,6,19410
as,167.66666666666666,2.574023962020874,2,19411
the,324.2,0.9791895747184752,3,19412
walls,199.5,3.3319509029388428,5,19413
of,159.0,0.8490752577781677,2,19414
our,189.5,2.1545755863189697,3,19415
prisons,159.0,5.500683307647705,7,19416
begin,247.625,4.18428897857666,5,19417
to,302.5,0.4937721490859985,2,19418
bow,233.42857142857144,4.88130521774292,3,19419
under,274.55555555555554,3.1215877532958984,5,19420
the,280.6666666666667,0.5195280909538269,3,19421
weight,223.75,3.6104586124420166,6,19422
of,203.0,0.6859099268913269,2,19423
numbers,274.44444444444446,4.238652229309082,7,19424
contained,277.8888888888889,4.468777656555176,9,19425
therein.,233.5555555555556,2.390588760375977,8,19426
Politicians,316.3333333333333,5.545140266418457,11,19427
then,417.5,3.7025790214538574,4,19428
